cols,expanded_total_mean,expanded_total_stdev,greedy_cost_mean,greedy_cost_stdev,greedy_time_mean,greedy_time_stdev,heuristic,hill_cost_mean,hill_cost_stdev,hill_impr_pct_mean,hill_impr_pct_stdev,hill_time_mean,hill_time_stdev,n_parcels,n_trials,obstacle_prob,rows,sa_cost_mean,sa_cost_stdev,sa_impr_pct_mean,sa_impr_pct_stdev,sa_time_mean,sa_time_stdev
10,310.8,70.76647040324488,29.6,6.064102022008974,0.0018881573334510904,0.00039079495394263357,manhattan,27.4,5.276362383309167,6.71043821896597,8.753423659073514,0.07541330160068659,0.009889907093134904,3,15,0.1,10,27.266666666666666,4.999555535800713,7.020515738345814,8.920530853894443,0.11175890073427582,0.024225656757208922
10,871.4,172.83317582763635,41.0,8.0083289975708,0.004675043067497124,0.0008126057864803273,manhattan,37.2,5.74108003776293,8.25962158650673,7.345658678486794,0.1001124545999725,0.008288483186952954,5,15,0.1,10,37.2,5.5641710972974225,8.169924072280915,7.867359586311183,0.10566628453404216,0.01562050916912716
10,330.73333333333335,56.46174712926344,33.333333333333336,6.659996663329161,0.0020145872008773343,0.0006295499041373367,manhattan,31.0,4.979959839195493,5.915844012618206,8.319938972799186,0.07106353080040814,0.005638343813416181,3,15,0.2,10,31.0,4.979959839195493,5.915844012618206,8.319938972799186,0.10337773653397259,0.02780431309274857
10,866,111.09155383436372,47.93333333333333,6.381918903346304,0.004467498466935164,0.0006976676315692987,manhattan,43.333333333333336,7.254117604658903,9.561806927185538,8.938269247773345,0.10189683140051783,0.01281695599853125,5,15,0.2,10,43.06666666666667,6.826093725957442,10.094247749882872,8.163420108862992,0.09990331513326964,0.020980912858637117
10,335.46666666666664,118.27812796775046,37.2,7.529497548530934,0.0016307585991550391,0.0006633307431417075,manhattan,33.53333333333333,7.7448190567773905,9.588143140374378,10.68557725706141,0.0651719848664167,0.005072865403407405,3,15,0.3,10,33.53333333333333,7.7448190567773905,9.588143140374378,10.68557725706141,0.08859111046622274,0.019982260254477795
10,837.4,213.11711960015475,52.86666666666667,10.935365664769616,0.004251954333206716,0.0017832261906934668,manhattan,46.4,8.309031231136395,11.349941490033526,8.671682501512109,0.09623268920064826,0.014776080570867076,5,15,0.3,10,46.53333333333333,8.048740412152837,10.895341895220097,9.071747997889585,0.09604758713418657,0.015831990168550403
15,606.2,151.5824088298727,45.93333333333333,11.180141124134147,0.003200698999959665,0.0009366750569869192,manhattan,42.666666666666664,8.783823515733655,5.8931484507628875,7.4807597606,0.06864343573300478,0.005729032932798525,3,15,0.1,15,42.666666666666664,8.783823515733655,5.8931484507628875,7.4807597606,0.10003170880008838,0.018330479772653924
15,1509,272.2768199216868,64.93333333333334,9.029334908446407,0.007138056266558124,0.0013860961699635058,manhattan,58.8,7.21295131459146,9.10565645779508,5.861599495203339,0.09200490826648698,0.007223192936300629,5,15,0.1,15,59.86666666666667,7.63209596958063,7.537531361461951,5.435431484801226,0.09735719673262792,0.01477701407713794
15,672.2666666666667,166.18522464072697,53.733333333333334,10.49105439039481,0.002750540666117255,0.0006184768302881236,manhattan,50.666666666666664,8.482662055955993,4.9631249217287365,7.760584754489312,0.057481676799458606,0.003939335184612719,3,15,0.2,15,50.666666666666664,8.482662055955993,4.9631249217287365,7.760584754489312,0.07840881326580226,0.013639757379494709
15,1689.9333333333334,326.9830712573495,73.0,15.305772331596556,0.007800091999282207,0.0020047930798219693,manhattan,66.06666666666666,8.675380235022683,8.234030228057302,7.458717118914425,0.09361709026585838,0.014744937777233832,5,15,0.2,15,66.66666666666667,8.26774186556133,7.304314820080727,7.669556260857153,0.09687724013225912,0.01203780833628868
